pubmed articles,sample_id
18298538,"['lp_0600', 'lp_0789', 'lp_2714', 'lp_3014', 'lp_3050', 'lp_0373']"
15823960,"['lp_0600', 'lp_0789', 'lp_2578', 'lp_2714', 'lp_3014', 'lp_0373']"
17311639,"['lp_0600', 'lp_0789', 'lp_2578', 'lp_3014', 'lp_3050', 'lp_0373']"
25410118,"['lp_0600', 'lp_0789', 'lp_2714', 'lp_3014', 'lp_0796', 'lp_0373']"
19465075,"['lp_0600', 'lp_0725', 'lp_1153', 'lp_2256', 'lp_2991', 'lp_0373']"
28729269,"['lp_0725', 'lp_0789', 'lp_1153', 'lp_2256', 'lp_2991', 'lp_3014']"
19638173,"['lp_0775', 'lp_1424', 'lp_1425', 'lp_2991', 'lp_2943', 'lp_0373']"
23175652,"['lp_0775', 'lp_0789', 'lp_2991', 'lp_3014', 'lp_2943', 'lp_0373']"
19942662,"['lp_0775', 'lp_0789', 'lp_2991', 'lp_3014', 'lp_2943', 'lp_0373']"
25647716,"['lp_0775', 'lp_0789', 'lp_2486', 'lp_3014', 'lp_3059', 'lp_3127']"
22492454,"['lp_0775', 'lp_0789', 'lp_2991', 'lp_3014', 'lp_2943', 'lp_0373']"
27422487,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127', 'lp_2943', 'lp_0373']"
25721875,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127', 'lp_0796', 'lp_0373']"
26715179,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
23545659,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
19542339,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
25920332,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
28865074,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
17957109,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
19387973,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
17416066,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
24936346,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
19649735,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
24613317,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
10877812,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
16463321,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
16574410,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
25217009,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
15053327,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
21279470,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
14768027,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
23035941,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
27273017,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
29662105,"['lp_2942', 'lp_2956', 'lp_0271', 'lp_0272', 'lp_2943', 'lp_2945']"
19615448,"['lp_0050', 'lp_1002', 'lp_1760', 'lp_2631', 'lp_0796']"
28187329,"['lp_0050', 'lp_1002', 'lp_2578', 'lp_2631', 'lp_0796']"
19346351,"['lp_0050', 'lp_0789', 'lp_2991', 'lp_3014', 'lp_2943']"
26295945,"['lp_0050', 'lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
22016573,"['lp_0050', 'lp_0775', 'lp_0789', 'lp_2714', 'lp_3014']"
23414698,"['lp_0050', 'lp_0775', 'lp_2991', 'lp_2943', 'lp_0373']"
24663330,"['lp_0050', 'lp_1002', 'lp_1760', 'lp_2631', 'lp_0796']"
28935539,"['lp_0050', 'lp_1002', 'lp_0271', 'lp_0272', 'lp_2945']"
26966093,"['lp_0172', 'lp_0173', 'lp_2578', 'lp_3050', 'lp_0373']"
23220639,"['lp_0172', 'lp_0173', 'lp_0271', 'lp_0272', 'lp_2945']"
24614815,"['lp_0600', 'lp_0789', 'lp_3014', 'lp_3050', 'lp_0373']"
17241350,"['lp_0600', 'lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
18081777,"['lp_0600', 'lp_0775', 'lp_2991', 'lp_2943', 'lp_0373']"
23413922,"['lp_0600', 'lp_0775', 'lp_0789', 'lp_3014', 'lp_0373']"
19309013,"['lp_0600', 'lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
18937991,"['lp_0600', 'lp_1424', 'lp_1425', 'lp_2631', 'lp_0373']"
17209819,"['lp_0600', 'lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
14320486,"['lp_0600', 'lp_0271', 'lp_0272', 'lp_2945', 'lp_0373']"
20460720,"['lp_0725', 'lp_1153', 'lp_2256', 'lp_2714', 'lp_2991']"
17725816,"['lp_0725', 'lp_1153', 'lp_2256', 'lp_2991', 'lp_0373']"
24066356,"['lp_0775', 'lp_2714', 'lp_2991', 'lp_2943', 'lp_0373']"
21447177,"['lp_0775', 'lp_1424', 'lp_1425', 'lp_2991', 'lp_0373']"
23065750,"['lp_0775', 'lp_1424', 'lp_1425', 'lp_2991', 'lp_2943']"
26445850,"['lp_0789', 'lp_2486', 'lp_3014', 'lp_3059', 'lp_3127']"
21707995,"['lp_0789', 'lp_2486', 'lp_3014', 'lp_3059', 'lp_3127']"
26141059,"['lp_0789', 'lp_2578', 'lp_2991', 'lp_3014', 'lp_0373']"
12732536,"['lp_1424', 'lp_1425', 'lp_2486', 'lp_3059', 'lp_3127']"
28433287,"['lp_1424', 'lp_1425', 'lp_0271', 'lp_0272', 'lp_2945']"
15528649,"['lp_1424', 'lp_1425', 'lp_2714', 'lp_2943', 'lp_0373']"
20112419,"['lp_1424', 'lp_1425', 'lp_0271', 'lp_0272', 'lp_2945']"
27601132,"['lp_1424', 'lp_1425', 'lp_2486', 'lp_3059', 'lp_3127']"
16948813,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_3050', 'lp_0373']"
19220903,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127', 'lp_0373']"
18673389,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127', 'lp_0373']"
17265871,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127', 'lp_0373']"
23183932,"['lp_2991', 'lp_0271', 'lp_0272', 'lp_2945', 'lp_0373']"
25757029,"['lp_0271', 'lp_0272', 'lp_0796', 'lp_2945', 'lp_0373']"
25186982,"['lp_0271', 'lp_0272', 'lp_2945', 'lp_3050', 'lp_0373']"
28780598,"['lp_0271', 'lp_0272', 'lp_2945', 'lp_3050', 'lp_0373']"
18819721,"['lp_0050', 'lp_0600', 'lp_1002', 'lp_0373']"
17559397,"['lp_0050', 'lp_0600', 'lp_2631', 'lp_0373']"
26590586,"['lp_0050', 'lp_1002', 'lp_2631', 'lp_0796']"
25463046,"['lp_0050', 'lp_1002', 'lp_2631', 'lp_0796']"
20618863,"['lp_0050', 'lp_2991', 'lp_3050', 'lp_0373']"
24127688,"['lp_0050', 'lp_0789', 'lp_1002', 'lp_3014']"
20363783,"['lp_0050', 'lp_2991', 'lp_2943', 'lp_0373']"
22493200,"['lp_0050', 'lp_2714', 'lp_2991', 'lp_2943']"
25476761,"['lp_0050', 'lp_1002', 'lp_1760', 'lp_2631']"
26138967,"['lp_0050', 'lp_1002', 'lp_2631', 'lp_0796']"
21995294,"['lp_0050', 'lp_2714', 'lp_2991', 'lp_2943']"
27114550,"['lp_0050', 'lp_0271', 'lp_0272', 'lp_2945']"
17041052,"['lp_0172', 'lp_0173', 'lp_2376', 'lp_2943']"
24054819,"['lp_0172', 'lp_0173', 'lp_2991', 'lp_0373']"
17953553,"['lp_0600', 'lp_0775', 'lp_2991', 'lp_0373']"
19120072,"['lp_0600', 'lp_2991', 'lp_3050', 'lp_0373']"
17957107,"['lp_0600', 'lp_2376', 'lp_2714', 'lp_0373']"
14771938,"['lp_0600', 'lp_0789', 'lp_3014', 'lp_0373']"
21907133,"['lp_0600', 'lp_0789', 'lp_3014', 'lp_0373']"
22967304,"['lp_0725', 'lp_1153', 'lp_2256', 'lp_2991']"
15985548,"['lp_0725', 'lp_1153', 'lp_2256', 'lp_2991']"
20303195,"['lp_0725', 'lp_1153', 'lp_2256', 'lp_2991']"
26413069,"['lp_0775', 'lp_0789', 'lp_3014', 'lp_0373']"
23558197,"['lp_0775', 'lp_2486', 'lp_3059', 'lp_3127']"
20865006,"['lp_0775', 'lp_1424', 'lp_1425', 'lp_2991']"
7986030,"['lp_0789', 'lp_3014', 'lp_3050', 'lp_0373']"
24879963,"['lp_0789', 'lp_3014', 'lp_3050', 'lp_0373']"
17142375,"['lp_0789', 'lp_2991', 'lp_3014', 'lp_0373']"
18810532,"['lp_0789', 'lp_2991', 'lp_3014', 'lp_0373']"
24281660,"['lp_0789', 'lp_2991', 'lp_3014', 'lp_0796']"
19734337,"['lp_1002', 'lp_1760', 'lp_2631', 'lp_0796']"
19774350,"['lp_1002', 'lp_1760', 'lp_2631', 'lp_0796']"
24290645,"['lp_1424', 'lp_1425', 'lp_2631', 'lp_0796']"
26319882,"['lp_2376', 'lp_2714', 'lp_2991', 'lp_2943']"
8779562,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
23663754,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
23890721,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
27729171,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
23395591,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
18619532,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
29397163,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127']"
25861755,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127']"
26781681,"['lp_2486', 'lp_3059', 'lp_3127', 'lp_0373']"
25981489,"['lp_2486', 'lp_2578', 'lp_3059', 'lp_3127']"
27691905,"['lp_2486', 'lp_2991', 'lp_3059', 'lp_3127']"
25880197,"['lp_2578', 'lp_0796', 'lp_3050', 'lp_0373']"
23066986,"['lp_2578', 'lp_2991', 'lp_2943', 'lp_0373']"
26212213,"['lp_2714', 'lp_2991', 'lp_0796', 'lp_2943']"
9143125,"['lp_0271', 'lp_0272', 'lp_2945', 'lp_0373']"
17401200,"['lp_0271', 'lp_0272', 'lp_2945', 'lp_0373']"
29274418,"['lp_0271', 'lp_0272', 'lp_0796', 'lp_2945']"
17850309,"['lp_0050', 'lp_0600', 'lp_0373']"
15748987,"['lp_0050', 'lp_1002', 'lp_2714']"
19372160,"['lp_0050', 'lp_0600', 'lp_0373']"
21317263,"['lp_0050', 'lp_1002', 'lp_0796']"
21848906,"['lp_0050', 'lp_3050', 'lp_0373']"
21795030,"['lp_0050', 'lp_2991', 'lp_2943']"
19465650,"['lp_0050', 'lp_2714', 'lp_2991']"
16166538,"['lp_0050', 'lp_1424', 'lp_1425']"
22081384,"['lp_0050', 'lp_2714', 'lp_2991']"
16269766,"['lp_0050', 'lp_2714', 'lp_2991']"
12566566,"['lp_0050', 'lp_2943', 'lp_0373']"
26855315,"['lp_0050', 'lp_1760', 'lp_2631']"
26392225,"['lp_0050', 'lp_1760', 'lp_2631']"
26462450,"['lp_0050', 'lp_1002', 'lp_2631']"
15743958,"['lp_0172', 'lp_0173', 'lp_2376']"
17012588,"['lp_0172', 'lp_0173', 'lp_2714']"
19519894,"['lp_0172', 'lp_0173', 'lp_2376']"
16788187,"['lp_0172', 'lp_0173', 'lp_2376']"
15342575,"['lp_0172', 'lp_0173', 'lp_2376']"
19933364,"['lp_0172', 'lp_0173', 'lp_2376']"
17056693,"['lp_0172', 'lp_0173', 'lp_2376']"
23122499,"['lp_0172', 'lp_0173', 'lp_2991']"
16943039,"['lp_0600', 'lp_3050', 'lp_0373']"
16000734,"['lp_0600', 'lp_3050', 'lp_0373']"
10077822,"['lp_0600', 'lp_3050', 'lp_0373']"
14659551,"['lp_0600', 'lp_3050', 'lp_0373']"
12859652,"['lp_0600', 'lp_3050', 'lp_0373']"
18512055,"['lp_0600', 'lp_2991', 'lp_0373']"
9851032,"['lp_0600', 'lp_3050', 'lp_0373']"
17309616,"['lp_0600', 'lp_2714', 'lp_0373']"
8017927,"['lp_0600', 'lp_2578', 'lp_0373']"
9274026,"['lp_0600', 'lp_3050', 'lp_0373']"
15012821,"['lp_0600', 'lp_3050', 'lp_0373']"
19527296,"['lp_0600', 'lp_2714', 'lp_0373']"
17960374,"['lp_0600', 'lp_3050', 'lp_0373']"
19651154,"['lp_0600', 'lp_3050', 'lp_0373']"
17953571,"['lp_0600', 'lp_3050', 'lp_0373']"
17074889,"['lp_0600', 'lp_2714', 'lp_0373']"
18496687,"['lp_0600', 'lp_0796', 'lp_0373']"
21696579,"['lp_0600', 'lp_3050', 'lp_0373']"
19219901,"['lp_0600', 'lp_0796', 'lp_0373']"
27533919,"['lp_0600', 'lp_2714', 'lp_0373']"
23454138,"['lp_0725', 'lp_1153', 'lp_2256']"
22918894,"['lp_0725', 'lp_1153', 'lp_2256']"
28175288,"['lp_0725', 'lp_1153', 'lp_2256']"
19270383,"['lp_0725', 'lp_1153', 'lp_2256']"
24713320,"['lp_0725', 'lp_1153', 'lp_2256']"
23935043,"['lp_0725', 'lp_1153', 'lp_2256']"
18281399,"['lp_0725', 'lp_1153', 'lp_2256']"
20185825,"['lp_0725', 'lp_1153', 'lp_2256']"
24045948,"['lp_0725', 'lp_1153', 'lp_2256']"
16595020,"['lp_0725', 'lp_1153', 'lp_2256']"
7961496,"['lp_0725', 'lp_1153', 'lp_2256']"
4673708,"['lp_0725', 'lp_1153', 'lp_2256']"
23785522,"['lp_0725', 'lp_1153', 'lp_2256']"
26283333,"['lp_0725', 'lp_1153', 'lp_2256']"
3979395,"['lp_0725', 'lp_1153', 'lp_2256']"
21738682,"['lp_0725', 'lp_1153', 'lp_2256']"
21606222,"['lp_0725', 'lp_1153', 'lp_2256']"
19074383,"['lp_0725', 'lp_1153', 'lp_2256']"
24365646,"['lp_0725', 'lp_1153', 'lp_2256']"
18291312,"['lp_0725', 'lp_1153', 'lp_2256']"
21035733,"['lp_0725', 'lp_1153', 'lp_2256']"
22908219,"['lp_0725', 'lp_1153', 'lp_2256']"
23002226,"['lp_0725', 'lp_1153', 'lp_2256']"
20105277,"['lp_0725', 'lp_1153', 'lp_2256']"
1649892,"['lp_0725', 'lp_1153', 'lp_2256']"
22551470,"['lp_0725', 'lp_1153', 'lp_2256']"
22640011,"['lp_0725', 'lp_1153', 'lp_2256']"
22686016,"['lp_0725', 'lp_1153', 'lp_2256']"
18215769,"['lp_0725', 'lp_1153', 'lp_2256']"
23936347,"['lp_0725', 'lp_1153', 'lp_2256']"
21051486,"['lp_0725', 'lp_1153', 'lp_2256']"
10784037,"['lp_0725', 'lp_1153', 'lp_2256']"
7141685,"['lp_0725', 'lp_1153', 'lp_2256']"
26861022,"['lp_0725', 'lp_1153', 'lp_2256']"
457268,"['lp_0725', 'lp_1153', 'lp_2256']"
21218855,"['lp_0725', 'lp_1153', 'lp_2256']"
1309530,"['lp_0725', 'lp_1153', 'lp_2256']"
22024569,"['lp_0725', 'lp_1153', 'lp_2256']"
26059754,"['lp_0725', 'lp_1153', 'lp_2256']"
3918862,"['lp_0725', 'lp_1153', 'lp_2256']"
20034620,"['lp_0725', 'lp_1153', 'lp_2256']"
20949105,"['lp_0725', 'lp_1153', 'lp_2256']"
7797557,"['lp_0725', 'lp_1153', 'lp_2256']"
25315493,"['lp_0725', 'lp_1153', 'lp_2256']"
16672624,"['lp_0725', 'lp_1153', 'lp_2256']"
22830192,"['lp_0725', 'lp_1153', 'lp_2256']"
27815077,"['lp_0725', 'lp_1153', 'lp_2256']"
26993744,"['lp_0725', 'lp_1153', 'lp_2256']"
29806458,"['lp_0725', 'lp_1153', 'lp_2256']"
28702379,"['lp_0725', 'lp_1153', 'lp_2256']"
27818967,"['lp_0725', 'lp_1153', 'lp_2256']"
29367898,"['lp_0725', 'lp_1153', 'lp_2256']"
15317777,"['lp_0775', 'lp_2943', 'lp_0373']"
14711657,"['lp_0775', 'lp_0789', 'lp_3014']"
22970257,"['lp_0775', 'lp_2991', 'lp_0373']"
21705551,"['lp_0775', 'lp_2991', 'lp_2943']"
18952885,"['lp_0775', 'lp_0789', 'lp_3014']"
17714399,"['lp_0775', 'lp_3050', 'lp_0373']"
22573266,"['lp_0775', 'lp_2991', 'lp_0373']"
25790993,"['lp_0775', 'lp_1760', 'lp_2631']"
23224439,"['lp_0775', 'lp_2991', 'lp_2943']"
17062565,"['lp_0775', 'lp_2714', 'lp_2943']"
19966486,"['lp_0775', 'lp_3050', 'lp_0373']"
26687333,"['lp_0789', 'lp_3014', 'lp_0373']"
9074504,"['lp_0789', 'lp_3014', 'lp_3050']"
23782242,"['lp_0789', 'lp_3014', 'lp_0796']"
23134121,"['lp_1002', 'lp_2631', 'lp_0796']"
24068507,"['lp_1002', 'lp_1424', 'lp_1425']"
22102251,"['lp_1002', 'lp_2631', 'lp_0796']"
27999938,"['lp_1002', 'lp_2631', 'lp_0796']"
21575111,"['lp_1002', 'lp_1424', 'lp_1425']"
21329996,"['lp_1002', 'lp_1424', 'lp_1425']"
25561329,"['lp_1424', 'lp_1425', 'lp_2943']"
23642310,"['lp_1424', 'lp_1425', 'lp_0796']"
22805810,"['lp_1424', 'lp_1425', 'lp_2578']"
16176138,"['lp_1424', 'lp_1425', 'lp_2631']"
12495024,"['lp_1760', 'lp_2631', 'lp_0796']"
20652764,"['lp_1760', 'lp_2631', 'lp_0796']"
22486752,"['lp_1760', 'lp_2631', 'lp_0796']"
20815235,"['lp_1760', 'lp_2631', 'lp_0796']"
27342422,"['lp_2376', 'lp_2631', 'lp_2943']"
21086172,"['lp_2486', 'lp_3059', 'lp_3127']"
22199106,"['lp_2486', 'lp_3059', 'lp_3127']"
23613101,"['lp_2486', 'lp_3059', 'lp_3127']"
24858321,"['lp_2486', 'lp_3059', 'lp_3127']"
26370773,"['lp_2486', 'lp_3059', 'lp_3127']"
23764216,"['lp_2486', 'lp_3059', 'lp_3127']"
15987403,"['lp_2486', 'lp_3059', 'lp_3127']"
12192111,"['lp_2486', 'lp_3059', 'lp_3127']"
17388062,"['lp_2486', 'lp_3059', 'lp_3127']"
27818658,"['lp_2486', 'lp_3059', 'lp_3127']"
22434095,"['lp_2486', 'lp_3059', 'lp_3127']"
17184326,"['lp_2486', 'lp_3059', 'lp_3127']"
24168928,"['lp_2486', 'lp_3059', 'lp_3127']"
25666113,"['lp_2486', 'lp_3059', 'lp_3127']"
28901907,"['lp_2486', 'lp_3059', 'lp_3127']"
25441623,"['lp_2486', 'lp_3059', 'lp_3127']"
25710153,"['lp_2486', 'lp_3059', 'lp_3127']"
17234293,"['lp_2486', 'lp_3059', 'lp_3127']"
27198983,"['lp_2486', 'lp_3059', 'lp_3127']"
11244259,"['lp_2486', 'lp_3059', 'lp_3127']"
11976105,"['lp_2486', 'lp_3059', 'lp_3127']"
17544232,"['lp_2486', 'lp_3059', 'lp_3127']"
27350617,"['lp_2486', 'lp_3059', 'lp_3127']"
27095173,"['lp_2486', 'lp_3059', 'lp_3127']"
20847011,"['lp_2486', 'lp_3059', 'lp_3127']"
22461079,"['lp_2486', 'lp_3059', 'lp_3127']"
26511725,"['lp_2486', 'lp_3059', 'lp_3127']"
25481370,"['lp_2486', 'lp_3059', 'lp_3127']"
28093322,"['lp_2486', 'lp_3059', 'lp_3127']"
25912863,"['lp_2486', 'lp_3059', 'lp_3127']"
25212764,"['lp_2486', 'lp_3059', 'lp_3127']"
18379843,"['lp_2486', 'lp_3059', 'lp_3127']"
28163824,"['lp_2486', 'lp_3059', 'lp_3127']"
25661844,"['lp_2486', 'lp_3059', 'lp_3127']"
25351253,"['lp_2486', 'lp_3059', 'lp_3127']"
23221537,"['lp_2486', 'lp_3059', 'lp_3127']"
28712957,"['lp_2578', 'lp_0796', 'lp_0373']"
22283494,"['lp_2578', 'lp_0796', 'lp_0373']"
29477805,"['lp_2578', 'lp_2991', 'lp_0373']"
26439428,"['lp_2714', 'lp_2991', 'lp_0373']"
23527145,"['lp_2991', 'lp_2943', 'lp_0373']"
15474471,"['lp_0271', 'lp_0272', 'lp_2945']"
7601825,"['lp_0271', 'lp_0272', 'lp_2945']"
27068590,"['lp_0271', 'lp_0272', 'lp_2945']"
9546183,"['lp_0271', 'lp_0272', 'lp_2945']"
25647642,"['lp_0271', 'lp_0272', 'lp_2945']"
16758158,"['lp_0271', 'lp_0272', 'lp_2945']"
25862228,"['lp_0271', 'lp_0272', 'lp_2945']"
12844210,"['lp_0271', 'lp_0272', 'lp_2945']"
18388975,"['lp_0271', 'lp_0272', 'lp_2945']"
1639814,"['lp_0271', 'lp_0272', 'lp_2945']"
24750362,"['lp_0271', 'lp_0272', 'lp_2945']"
21501384,"['lp_0271', 'lp_0272', 'lp_2945']"
11229892,"['lp_0271', 'lp_0272', 'lp_2945']"
17420004,"['lp_0271', 'lp_0272', 'lp_2945']"
24334092,"['lp_0271', 'lp_0272', 'lp_2945']"
20333439,"['lp_0271', 'lp_0272', 'lp_2945']"
15118811,"['lp_0271', 'lp_0272', 'lp_2945']"
7649179,"['lp_0271', 'lp_0272', 'lp_2945']"
8383109,"['lp_0271', 'lp_0272', 'lp_2945']"
15345383,"['lp_0271', 'lp_0272', 'lp_2945']"
16030014,"['lp_0271', 'lp_0272', 'lp_2945']"
2254264,"['lp_0271', 'lp_0272', 'lp_2945']"
12743737,"['lp_0271', 'lp_0272', 'lp_2945']"
28800848,"['lp_0271', 'lp_0272', 'lp_2945']"
29859669,"['lp_0271', 'lp_0272', 'lp_2945']"
2244788,"['lp_0271', 'lp_0272', 'lp_2945']"
28966611,"['lp_0271', 'lp_0272', 'lp_2945']"
27815071,"['lp_0271', 'lp_0272', 'lp_2945']"
26083754,"['lp_0271', 'lp_0272', 'lp_2945']"
29199988,"['lp_0271', 'lp_0272', 'lp_2945']"
5309907,"['lp_0271', 'lp_0272', 'lp_2945']"
28719183,"['lp_0271', 'lp_0272', 'lp_2945']"
29482557,"['lp_0271', 'lp_0272', 'lp_2945']"
11430429,"['lp_0271', 'lp_0272', 'lp_2945']"
29392561,"['lp_0271', 'lp_0272', 'lp_2945']"
29602385,"['lp_0271', 'lp_0272', 'lp_2945']"
27506494,"['lp_0271', 'lp_0272', 'lp_2945']"
27784942,"['lp_0271', 'lp_0272', 'lp_2945']"
27610105,"['lp_0271', 'lp_0272', 'lp_2945']"
29123334,"['lp_0271', 'lp_0272', 'lp_2945']"
25423449,"['lp_0796', 'lp_2943', 'lp_0373']"
23811500,"['lp_2943', 'lp_3050', 'lp_0373']"
17177514,"['lp_0050', 'lp_2714']"
22963406,"['lp_0050', 'lp_1002']"
28621109,"['lp_0050', 'lp_2991']"
19286810,"['lp_0050', 'lp_2714']"
20944212,"['lp_0050', 'lp_2714']"
11425700,"['lp_0172', 'lp_0173']"
9286992,"['lp_0172', 'lp_0173']"
10618236,"['lp_0172', 'lp_0173']"
15292123,"['lp_0172', 'lp_0173']"
10094627,"['lp_0172', 'lp_0173']"
17322317,"['lp_0172', 'lp_0173']"
11133951,"['lp_0172', 'lp_0173']"
9352913,"['lp_0172', 'lp_0173']"
8878037,"['lp_0172', 'lp_0173']"
11929549,"['lp_0172', 'lp_0173']"
17129387,"['lp_0172', 'lp_0173']"
18416820,"['lp_0172', 'lp_0173']"
15345406,"['lp_0172', 'lp_0173']"
16452408,"['lp_0172', 'lp_0173']"
11934508,"['lp_0172', 'lp_0173']"
17496092,"['lp_0172', 'lp_0173']"
9457849,"['lp_0172', 'lp_0173']"
15175288,"['lp_0172', 'lp_0173']"
21645132,"['lp_0172', 'lp_0173']"
7592486,"['lp_0172', 'lp_0173']"
9044287,"['lp_0172', 'lp_0173']"
21989394,"['lp_0172', 'lp_0173']"
17183215,"['lp_0172', 'lp_0173']"
15277745,"['lp_0172', 'lp_0173']"
15916606,"['lp_0172', 'lp_0173']"
17183218,"['lp_0172', 'lp_0173']"
11029416,"['lp_0172', 'lp_0173']"
10613875,"['lp_0172', 'lp_0173']"
9335287,"['lp_0172', 'lp_0173']"
18371204,"['lp_0172', 'lp_0173']"
26712933,"['lp_0172', 'lp_0173']"
9829942,"['lp_0172', 'lp_0173']"
11489864,"['lp_0172', 'lp_0173']"
12296976,"['lp_0172', 'lp_0173']"
11931563,"['lp_0172', 'lp_0173']"
11274109,"['lp_0172', 'lp_0173']"
7476184,"['lp_0172', 'lp_0173']"
26030923,"['lp_0172', 'lp_0173']"
11065368,"['lp_0172', 'lp_0173']"
16267306,"['lp_0172', 'lp_0173']"
21964732,"['lp_0172', 'lp_0173']"
19011066,"['lp_0172', 'lp_0173']"
18490461,"['lp_0172', 'lp_0173']"
2670898,"['lp_0172', 'lp_0173']"
14993310,"['lp_0172', 'lp_0173']"
9388231,"['lp_0172', 'lp_0173']"
12228270,"['lp_0172', 'lp_0173']"
11004180,"['lp_0172', 'lp_0173']"
18096372,"['lp_0172', 'lp_0173']"
22846451,"['lp_0172', 'lp_0173']"
10844647,"['lp_0172', 'lp_0173']"
26077560,"['lp_0172', 'lp_0173']"
25157083,"['lp_0172', 'lp_0173']"
18223086,"['lp_0172', 'lp_0173']"
15231787,"['lp_0172', 'lp_0173']"
11361075,"['lp_0172', 'lp_0173']"
17981974,"['lp_0172', 'lp_0173']"
19450265,"['lp_0172', 'lp_0173']"
17905980,"['lp_0172', 'lp_0173']"
16075200,"['lp_0172', 'lp_0173']"
25487891,"['lp_0172', 'lp_0173']"
7592460,"['lp_0172', 'lp_0173']"
10941796,"['lp_0172', 'lp_0173']"
29517411,"['lp_0172', 'lp_0173']"
8664499,"['lp_0600', 'lp_0373']"
16930615,"['lp_0600', 'lp_0373']"
9495006,"['lp_0600', 'lp_0373']"
16624436,"['lp_0600', 'lp_0373']"
16157307,"['lp_0600', 'lp_0373']"
18410340,"['lp_0600', 'lp_0373']"
18819405,"['lp_0600', 'lp_0373']"
19843212,"['lp_0600', 'lp_0373']"
17046707,"['lp_0600', 'lp_0373']"
16000709,"['lp_0600', 'lp_0373']"
18267320,"['lp_0600', 'lp_0373']"
15610418,"['lp_0600', 'lp_0373']"
16814424,"['lp_0600', 'lp_0373']"
18511886,"['lp_0600', 'lp_0373']"
10873644,"['lp_0600', 'lp_0373']"
7736599,"['lp_0600', 'lp_0373']"
16313422,"['lp_0600', 'lp_0373']"
17961648,"['lp_0600', 'lp_0373']"
19523147,"['lp_0600', 'lp_0373']"
16033468,"['lp_0600', 'lp_0373']"
15954662,"['lp_0600', 'lp_0373']"
17541504,"['lp_0600', 'lp_0373']"
19243442,"['lp_0600', 'lp_0373']"
19066885,"['lp_0600', 'lp_0373']"
16245871,"['lp_0600', 'lp_0373']"
19060397,"['lp_0600', 'lp_0373']"
16233128,"['lp_0600', 'lp_0373']"
19246745,"['lp_0600', 'lp_0373']"
12061783,"['lp_0600', 'lp_0373']"
19399991,"['lp_0600', 'lp_0373']"
18535826,"['lp_0600', 'lp_0373']"
17957113,"['lp_0600', 'lp_0373']"
